column_name,non_null,unique_count,dtype
gbifID,604626,604626,int64
accessRights,0,0,float64
bibliographicCitation,0,0,float64
language,0,0,float64
license,604626,1,object
modified,604626,56588,object
publisher,604626,1,object
references,0,0,float64
rightsHolder,0,0,float64
type,0,0,float64
institutionID,604626,1,object
collectionID,604626,1,object
datasetID,0,0,float64
institutionCode,604626,1,object
collectionCode,604626,1,object
datasetName,604626,1,object
ownerInstitutionCode,0,0,float64
basisOfRecord,604626,2,object
informationWithheld,0,0,float64
dataGeneralizations,0,0,float64
dynamicProperties,0,0,float64
occurrenceID,604626,604626,object
catalogNumber,371208,371195,object
recordNumber,37,33,object
recordedBy,401290,18726,object
recordedByID,0,0,float64
individualCount,601490,941,float64
organismQuantity,0,0,float64
organismQuantityType,0,0,float64
sex,220164,2,object
lifeStage,420497,10,object
reproductiveCondition,0,0,float64
caste,0,0,float64
behavior,0,0,float64
vitality,0,0,float64
establishmentMeans,0,0,float64
degreeOfEstablishment,0,0,float64
pathway,0,0,float64
georeferenceVerificationStatus,0,0,float64
occurrenceStatus,604626,1,object
preparations,562575,272,object
disposition,0,0,float64
associatedOccurrences,0,0,float64
associatedReferences,0,0,float64
associatedSequences,0,0,float64
associatedTaxa,0,0,float64
otherCatalogNumbers,0,0,float64
occurrenceRemarks,145350,31232,object
organismID,0,0,float64
organismName,0,0,float64
organismScope,0,0,float64
associatedOrganisms,0,0,float64
previousIdentifications,0,0,float64
organismRemarks,0,0,float64
materialEntityID,0,0,float64
materialEntityRemarks,0,0,float64
verbatimLabel,1,1,float64
materialSampleID,1,1,float64
eventID,0,0,float64
parentEventID,0,0,float64
eventType,0,0,float64
fieldNumber,4249,3091,object
eventDate,364857,45561,object
eventTime,0,0,float64
startDayOfYear,333661,366,float64
endDayOfYear,333661,366,float64
year,364397,190,float64
month,350053,12,float64
day,289691,31,float64
verbatimEventDate,208320,67985,object
habitat,199,89,object
samplingProtocol,0,0,float64
sampleSizeValue,0,0,float64
sampleSizeUnit,0,0,float64
samplingEffort,0,0,float64
fieldNotes,0,0,float64
eventRemarks,0,0,float64
locationID,1045,185,object
higherGeographyID,0,0,float64
higherGeography,448554,10596,object
continent,405489,7,object
waterBody,0,0,float64
islandGroup,2519,72,object
island,9365,436,object
countryCode,441186,217,object
stateProvince,431409,3068,object
county,349800,4068,object
municipality,0,0,float64
locality,446286,76610,object
verbatimLocality,0,0,float64
verbatimElevation,9934,1024,object
verticalDatum,0,0,float64
verbatimDepth,6,1,object
minimumDistanceAboveSurfaceInMeters,2,2,object
maximumDistanceAboveSurfaceInMeters,0,0,float64
locationAccordingTo,0,0,float64
locationRemarks,0,0,float64
decimalLatitude,319051,38003,float64
decimalLongitude,319051,36962,float64
coordinateUncertaintyInMeters,11952,1493,float64
coordinatePrecision,0,0,float64
pointRadiusSpatialFit,2,2,float64
verbatimCoordinateSystem,1,1,object
verbatimSRS,1,1,object
footprintWKT,0,0,float64
footprintSRS,1,1,float64
footprintSpatialFit,1,1,float64
georeferencedBy,3,3,object
georeferencedDate,1,1,float64
