  1. gbifID: 724508
  2. accessRights: 1
  3. bibliographicCitation: 1
  4. language: 1
  5. license: 1
  6. modified: 6008
  7. publisher: 1
  8. references: 1
  9. rightsHolder: 1
 10. type: 1
 11. institutionID: 1
 12. collectionID: 1
 13. datasetID: 1
 14. institutionCode: 1
 15. collectionCode: 1
 16. datasetName: 1
 17. ownerInstitutionCode: 1
 18. basisOfRecord: 1
 19. informationWithheld: 1
 20. dataGeneralizations: 1
 21. dynamicProperties: 1
 22. occurrenceID: 724508
 23. catalogNumber: 655082
 24. recordNumber: 39872
 25. recordedBy: 3958
 26. recordedByID: 1
 27. individualCount: 687
 28. organismQuantity: 1
 29. organismQuantityType: 1
 30. sex: 1
 31. lifeStage: 1
 32. reproductiveCondition: 1
 33. caste: 1
 34. behavior: 1
 35. vitality: 1
 36. establishmentMeans: 1
 37. degreeOfEstablishment: 1
 38. pathway: 1
 39. georeferenceVerificationStatus: 1
 40. occurrenceStatus: 1
 41. preparations: 382
 42. disposition: 1
 43. associatedOccurrences: 1
 44. associatedReferences: 1
 45. associatedSequences: 1
 46. associatedTaxa: 1
 47. otherCatalogNumbers: 1
 48. occurrenceRemarks: 38196
 49. organismID: 1
 50. organismName: 1
 51. organismScope: 1
 52. associatedOrganisms: 1
 53. previousIdentifications: 1
 54. organismRemarks: 1
 55. materialEntityID: 1
 56. materialEntityRemarks: 1
 57. verbatimLabel: 1
 58. materialSampleID: 1
 59. eventID: 1
 60. parentEventID: 1
 61. eventType: 1
 62. fieldNumber: 1517
 63. eventDate: 17206
 64. eventTime: 1
 65. startDayOfYear: 367
 66. endDayOfYear: 367
 67. year: 191
 68. month: 13
 69. day: 32
 70. verbatimEventDate: 17806
 71. habitat: 1
 72. samplingProtocol: 1
 73. sampleSizeValue: 1
 74. sampleSizeUnit: 1
 75. samplingEffort: 1
 76. fieldNotes: 1
 77. eventRemarks: 1
 78. locationID: 66560
 79. higherGeographyID: 1
 80. higherGeography: 4709
 81. continent: 8
 82. waterBody: 173
 83. islandGroup: 34
 84. island: 88
 85. countryCode: 186
 86. stateProvince: 893
 87. county: 1998
 88. municipality: 1
 89. locality: 31755
 90. verbatimLocality: 1
 91. verbatimElevation: 8
 92. verticalDatum: 1
 93. verbatimDepth: 18
 94. minimumDistanceAboveSurfaceInMeters: 1
 95. maximumDistanceAboveSurfaceInMeters: 1
 96. locationAccordingTo: 1
 97. locationRemarks: 1
 98. decimalLatitude: 34310
 99. decimalLongitude: 35344
100. coordinateUncertaintyInMeters: 1
101. coordinatePrecision: 1
102. pointRadiusSpatialFit: 1
103. verbatimCoordinateSystem: 2
104. verbatimSRS: 1
105. footprintWKT: 1
106. footprintSRS: 1
107. footprintSpatialFit: 1
108. georeferencedBy: 1
109. georeferencedDate: 1
110. georeferenceProtocol: 20
111. georeferenceSources: 1
112. georeferenceRemarks: 3
113. geologicalContextID: 1
114. earliestEonOrLowestEonothem: 1
115. latestEonOrHighestEonothem: 1
116. earliestEraOrLowestErathem: 11
117. latestEraOrHighestErathem: 6
118. earliestPeriodOrLowestSystem: 28
119. latestPeriodOrHighestSystem: 16
120. earliestEpochOrLowestSeries: 25
121. latestEpochOrHighestSeries: 13
122. earliestAgeOrLowestStage: 367
123. latestAgeOrHighestStage: 36
124. lowestBiostratigraphicZone: 1
125. highestBiostratigraphicZone: 1
126. lithostratigraphicTerms: 1
127. group: 558
128. formation: 5420
129. member: 1627
130. bed: 1
131. identificationID: 1
132. verbatimIdentification: 1
133. identificationQualifier: 1
134. typeStatus: 16
135. identifiedBy: 2464
136. identifiedByID: 1
137. dateIdentified: 1
138. identificationReferences: 1
139. identificationVerificationStatus: 1
140. identificationRemarks: 1
141. taxonID: 1
142. scientificNameID: 1
143. acceptedNameUsageID: 58336
144. parentNameUsageID: 1
145. originalNameUsageID: 1
146. nameAccordingToID: 1
147. namePublishedInID: 1
148. taxonConceptID: 1
149. scientificName: 65364
150. acceptedNameUsage: 1
151. parentNameUsage: 1
152. originalNameUsage: 1
153. nameAccordingTo: 1
154. namePublishedIn: 1
155. namePublishedInYear: 1
156. higherClassification: 3845
157. kingdom: 7
158. phylum: 41
159. class: 93
160. order: 485
161. superfamily: 1
162. family: 4831
163. subfamily: 1
164. tribe: 1
165. subtribe: 1
166. genus: 20049
167. genericName: 19255
168. subgenus: 1
169. infragenericEpithet: 1
170. specificEpithet: 21988
171. infraspecificEpithet: 1470
172. cultivarEpithet: 1
173. taxonRank: 10
174. verbatimTaxonRank: 1
175. vernacularName: 1
176. nomenclaturalCode: 1
177. taxonomicStatus: 4
178. nomenclaturalStatus: 1
179. taxonRemarks: 1
180. datasetKey: 1
181. publishingCountry: 1
182. lastInterpreted: 37858
183. elevation: 1
184. elevationAccuracy: 1
185. depth: 1
186. depthAccuracy: 1
187. distanceFromCentroidInMeters: 150
188. issue: 155
189. mediaType: 59
190. hasCoordinate: 2
191. hasGeospatialIssues: 2
192. taxonKey: 65365
193. acceptedTaxonKey: 58336
194. kingdomKey: 7
195. phylumKey: 41
196. classKey: 93
197. orderKey: 485
198. familyKey: 4833
199. genusKey: 20312
200. subgenusKey: 1
201. speciesKey: 45067
202. species: 45046
203. acceptedScientificName: 58336
204. verbatimScientificName: 97402
205. typifiedName: 2
206. protocol: 1
207. lastParsed: 37858
208. lastCrawled: 1
209. repatriated: 3
210. relativeOrganismQuantity: 1
211. projectId: 1
212. isSequenced: 1
213. gbifRegion: 8
214. publishedByGbifRegion: 1
215. level0Gid: 89
216. level0Name: 89
217. level1Gid: 354
218. level1Name: 354
219. level2Gid: 1563
220. level2Name: 1255
221. level3Gid: 341
222. level3Name: 341
223. iucnRedListCategory: 10
